date,cases
25/08/2019,1
26/08/2019,1
27/08/2019,1
28/08/2019,1
29/08/2019,1
30/08/2019,1
31/08/2019,1
1/09/2019,1
2/09/2019,1
3/09/2019,1
4/09/2019,1
5/09/2019,1
6/09/2019,1
7/09/2019,1
8/09/2019,1
9/09/2019,1
10/09/2019,1
11/09/2019,1
12/09/2019,1
13/09/2019,1
14/09/2019,1
15/09/2019,1
16/09/2019,1
17/09/2019,1
18/09/2019,1
19/09/2019,1
20/09/2019,1
21/09/2019,1
22/09/2019,1
23/09/2019,1
24/09/2019,1
25/09/2019,1
26/09/2019,1
27/09/2019,1
28/09/2019,1
29/09/2019,1
30/09/2019,1
1/10/2019,1
2/10/2019,1
3/10/2019,1
4/10/2019,1
5/10/2019,1
6/10/2019,1
7/10/2019,1
8/10/2019,1
9/10/2019,1
10/10/2019,1
11/10/2019,1
12/10/2019,1
13/10/2019,1
14/10/2019,1
15/10/2019,1
16/10/2019,1
17/10/2019,1
